penalty,n_items,items_code,items_label,mae,hi_missed_pct,kappa,n_scored,mae_vs_a1,a1_mae_ref,a0_miss_pct_ref,champion
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0111A,ADL0115A,ADL0116A,Q18,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q11식사준비,Q15외출,Q16a쇼핑,Q18혼자있기,Q23가전사용",0.5442,17.77,0.5596,2170,0.0445,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0111A,ADL0115A,ADL0116A,ADL0121A,ADL0122Q","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q11식사준비,Q15외출,Q16a쇼핑,Q21글쓰기,Q22취미",0.5552,17.24,0.5513,2174,0.0335,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0111A,ADL0115A,ADL0116A,ADL0121A,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q11식사준비,Q15외출,Q16a쇼핑,Q21글쓰기,Q23가전사용",0.5395,18.62,0.5565,2176,0.0492,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0111A,ADL0115A,ADL0116A,ADL0122Q,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q11식사준비,Q15외출,Q16a쇼핑,Q22취미,Q23가전사용",0.5553,17.18,0.5488,2188,0.0334,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0113A,ADL0114A,ADL0115A,ADL0116A","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q13빨래,Q14가전,Q15외출,Q16a쇼핑",0.5474,17.59,0.5562,2185,0.0414,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0116B","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불",0.5584,16.21,0.5546,2185,0.0304,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0117A","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q17금전",0.5568,16.21,0.5531,2184,0.032,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,Q18","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기",0.533,16.72,0.5653,2167,0.0557,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0121A","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q21글쓰기",0.558,16.96,0.552,2172,0.0307,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0122Q","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q22취미",0.5676,16.21,0.5422,2183,0.0212,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q23가전사용",0.5352,16.55,0.5647,2186,0.0535,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0114A,ADL0115A,ADL0116A,ADL0116B","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q14가전,Q15외출,Q16a쇼핑,Q16b지불",0.5577,17.93,0.5525,2191,0.031,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0114A,ADL0115A,ADL0116A,ADL0117A","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q14가전,Q15외출,Q16a쇼핑,Q17금전",0.5548,17.24,0.552,2190,0.0339,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0114A,ADL0115A,ADL0116A,Q18","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기",0.5336,17.42,0.5653,2172,0.0551,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0114A,ADL0115A,ADL0116A,ADL0121A","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q14가전,Q15외출,Q16a쇼핑,Q21글쓰기",0.5521,17.99,0.5552,2177,0.0366,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0114A,ADL0115A,ADL0116A,ADL0122Q","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q14가전,Q15외출,Q16a쇼핑,Q22취미",0.5683,15.86,0.5455,2189,0.0204,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0114A,ADL0115A,ADL0116A,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q14가전,Q15외출,Q16a쇼핑,Q23가전사용",0.5326,17.24,0.5647,2191,0.0561,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0115A,ADL0116A,ADL0116B,ADL0117A","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불,Q17금전",0.568,16.9,0.5463,2190,0.0207,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0115A,ADL0116A,ADL0116B,Q18","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기",0.5488,16.38,0.5607,2172,0.0399,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0115A,ADL0116A,ADL0116B,ADL0121A","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기",0.5636,16.96,0.5506,2177,0.0251,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불,Q22취미",0.5715,14.83,0.5464,2189,0.0172,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0115A,ADL0116A,ADL0116B,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불,Q23가전사용",0.5399,17.24,0.5616,2191,0.0488,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0115A,ADL0116A,ADL0117A,Q18","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기",0.5311,17.42,0.5658,2171,0.0577,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0115A,ADL0116A,ADL0117A,ADL0121A","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기",0.5813,16.26,0.5398,2176,0.0074,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0115A,ADL0116A,ADL0117A,ADL0122Q","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q15외출,Q16a쇼핑,Q17금전,Q22취미",0.5548,18.28,0.5489,2188,0.0339,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0115A,ADL0116A,ADL0117A,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q15외출,Q16a쇼핑,Q17금전,Q23가전사용",0.537,17.24,0.5619,2190,0.0518,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0115A,ADL0116A,Q18,ADL0121A","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기",0.5385,17.13,0.5628,2158,0.0503,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0115A,ADL0116A,Q18,ADL0122Q","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q15외출,Q16a쇼핑,Q18혼자있기,Q22취미",0.5309,17.77,0.5651,2170,0.0579,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0115A,ADL0116A,Q18,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q15외출,Q16a쇼핑,Q18혼자있기,Q23가전사용",0.5304,16.38,0.57,2172,0.0584,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0115A,ADL0116A,ADL0121A,ADL0122Q","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q15외출,Q16a쇼핑,Q21글쓰기,Q22취미",0.5508,16.26,0.5544,2175,0.0379,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0115A,ADL0116A,ADL0121A,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q15외출,Q16a쇼핑,Q21글쓰기,Q23가전사용",0.5333,16.96,0.5649,2177,0.0554,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0115A,ADL0116A,ADL0122Q,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q15외출,Q16a쇼핑,Q22취미,Q23가전사용",0.5281,17.59,0.5645,2189,0.0606,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0116B","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q16b지불",0.5615,16.44,0.5545,2187,0.0272,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0117A","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q17금전",0.5549,16.78,0.5523,2186,0.0338,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,Q18","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기",0.5364,17.01,0.566,2168,0.0523,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0121A","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q21글쓰기",0.5538,16.84,0.5565,2174,0.0349,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0122Q","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q22취미",0.5497,16.78,0.5567,2185,0.0391,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q23가전사용",0.5366,16.1,0.5658,2188,0.0522,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0117A","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q17금전",0.5668,16.44,0.5481,2186,0.022,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,Q18","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기",0.5447,15.62,0.5643,2168,0.044,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0121A","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기",0.5612,15.81,0.5553,2174,0.0276,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q22취미",0.5474,16.78,0.5554,2185,0.0414,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q23가전사용",0.5462,16.78,0.5583,2188,0.0426,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,Q18","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기",0.5325,15.28,0.566,2167,0.0562,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,ADL0121A","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기",0.561,16.49,0.5485,2173,0.0278,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,ADL0122Q","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q22취미",0.5504,16.1,0.5491,2184,0.0384,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q23가전사용",0.5414,16.1,0.5629,2187,0.0474,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,Q18,ADL0121A","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기",0.535,14.98,0.5657,2155,0.0537,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,Q18,ADL0122Q","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기,Q22취미",0.5337,16.67,0.5645,2166,0.055,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,Q18,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기,Q23가전사용",0.5205,16.67,0.5746,2169,0.0682,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0121A,ADL0122Q","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q21글쓰기,Q22취미",0.5401,17.87,0.559,2172,0.0487,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0121A,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q21글쓰기,Q23가전사용",0.5393,15.81,0.5651,2175,0.0494,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0122Q,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q22취미,Q23가전사용",0.5343,17.12,0.5617,2186,0.0544,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전",0.5666,16.44,0.5493,2192,0.0221,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,Q18","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기",0.549,17.01,0.5616,2173,0.0397,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0121A","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기",0.5686,16.84,0.5526,2179,0.0201,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q22취미",0.56,17.12,0.5543,2191,0.0287,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q23가전사용",0.5458,17.12,0.5597,2193,0.0429,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기",0.5327,16.67,0.5669,2172,0.0561,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,ADL0121A","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기",0.5615,17.87,0.5474,2178,0.0272,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,ADL0122Q","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q22취미",0.5721,15.07,0.5442,2190,0.0166,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q23가전사용",0.5452,17.12,0.5582,2192,0.0436,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,Q18,ADL0121A","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기",0.5382,16.38,0.5649,2159,0.0505,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,Q18,ADL0122Q","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기,Q22취미",0.5311,17.71,0.5655,2171,0.0577,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,Q18,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기,Q23가전사용",0.5334,17.01,0.5679,2173,0.0554,0.5887,17.75,True
EN,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0121A,ADL0122Q","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q21글쓰기,Q22취미",0.5494,17.53,0.5555,2177,0.0394,0.5887,17.75,True
