penalty,n_items,items_code,items_label,mae,hi_missed_pct,kappa,mae_vs_a1,a1_mae_ref,a0_miss_pct_ref,champion
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0112A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q23가전사용",0.5438,17.41,0.5612,0.0449,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0112A,ADL0115A,ADL0116A,ADL0116B,ADL0121A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기,Q22취미",0.5474,17.75,0.5549,0.0413,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0112A,ADL0115A,ADL0116A,ADL0116B,ADL0121A,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기,Q23가전사용",0.5488,17.75,0.5582,0.0399,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0112A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불,Q22취미,Q23가전사용",0.5288,18.09,0.5659,0.0599,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0112A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q12집안일,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q21글쓰기",0.5438,17.06,0.5592,0.0449,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0112A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q12집안일,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q22취미",0.5361,16.38,0.5624,0.0527,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0112A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q12집안일,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q23가전사용",0.5179,17.75,0.5719,0.0708,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0112A,ADL0115A,ADL0116A,ADL0117A,ADL0121A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q12집안일,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기,Q22취미",0.5506,16.72,0.5504,0.0381,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0112A,ADL0115A,ADL0116A,ADL0117A,ADL0121A,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q12집안일,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기,Q23가전사용",0.5461,17.06,0.5576,0.0427,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0112A,ADL0115A,ADL0116A,ADL0117A,ADL0122Q,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q12집안일,Q15외출,Q16a쇼핑,Q17금전,Q22취미,Q23가전사용",0.5438,16.72,0.5589,0.0449,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0112A,ADL0115A,ADL0116A,Q18,ADL0121A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q12집안일,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기,Q22취미",0.5406,16.38,0.5611,0.0481,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0112A,ADL0115A,ADL0116A,Q18,ADL0121A,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q12집안일,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기,Q23가전사용",0.5365,16.72,0.5648,0.0522,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0112A,ADL0115A,ADL0116A,Q18,ADL0122Q,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q12집안일,Q15외출,Q16a쇼핑,Q18혼자있기,Q22취미,Q23가전사용",0.5184,17.41,0.5738,0.0704,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0112A,ADL0115A,ADL0116A,ADL0121A,ADL0122Q,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q12집안일,Q15외출,Q16a쇼핑,Q21글쓰기,Q22취미,Q23가전사용",0.5415,16.72,0.5598,0.0472,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전",0.5533,18.43,0.557,0.0354,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,Q18","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기",0.5488,18.09,0.558,0.0399,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기",0.5529,18.09,0.5591,0.0359,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q22취미",0.5502,17.06,0.5581,0.0386,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q23가전사용",0.5479,17.06,0.5656,0.0409,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기",0.5374,16.38,0.5638,0.0513,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기",0.5452,18.09,0.5591,0.0436,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q22취미",0.5474,18.09,0.5549,0.0413,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q23가전사용",0.5406,17.41,0.5619,0.0481,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,Q18,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기",0.5393,16.38,0.5629,0.0495,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,Q18,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기,Q22취미",0.5379,16.04,0.5639,0.0508,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,Q18,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기,Q23가전사용",0.5388,16.72,0.5644,0.0499,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0121A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q21글쓰기,Q22취미",0.5447,17.41,0.5586,0.044,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0121A,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q21글쓰기,Q23가전사용",0.5374,17.06,0.562,0.0513,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0122Q,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q22취미,Q23가전사용",0.5388,17.06,0.5599,0.0499,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기",0.5515,16.38,0.5568,0.0372,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q21글쓰기",0.5851,15.7,0.541,0.0036,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q22취미",0.5493,17.06,0.5547,0.0395,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q23가전사용",0.5456,16.38,0.5604,0.0431,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q21글쓰기",0.5493,16.38,0.5602,0.0395,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q22취미",0.5511,16.04,0.5591,0.0377,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q23가전사용",0.5465,17.06,0.5588,0.0422,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0121A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기,Q22취미",0.5452,17.75,0.559,0.0436,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0121A,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기,Q23가전사용",0.5465,17.06,0.5617,0.0422,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q22취미,Q23가전사용",0.5488,16.04,0.5572,0.0399,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q21글쓰기",0.5429,16.04,0.5605,0.0458,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q22취미",0.5374,16.04,0.5634,0.0513,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q23가전사용",0.5347,16.72,0.5651,0.054,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,ADL0121A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기,Q22취미",0.5438,17.75,0.5574,0.0449,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,ADL0121A,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기,Q23가전사용",0.5402,17.06,0.5574,0.0486,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,ADL0122Q,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q22취미,Q23가전사용",0.5465,16.72,0.553,0.0422,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,Q18,ADL0121A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기,Q22취미",0.5384,16.04,0.5631,0.0504,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,Q18,ADL0121A,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기,Q23가전사용",0.537,16.72,0.5648,0.0517,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,Q18,ADL0122Q,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기,Q22취미,Q23가전사용",0.5393,16.04,0.5627,0.0495,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0121A,ADL0122Q,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q21글쓰기,Q22취미,Q23가전사용",0.5461,17.06,0.553,0.0427,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기",0.547,16.72,0.5584,0.0418,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q21글쓰기",0.5538,16.72,0.5609,0.035,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q22취미",0.5729,14.33,0.5503,0.0159,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q23가전사용",0.5493,16.72,0.5629,0.0395,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q21글쓰기",0.5483,16.72,0.5591,0.0404,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q22취미",0.5493,16.04,0.5585,0.0395,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q23가전사용",0.5443,17.41,0.5601,0.0445,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0121A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기,Q22취미",0.5724,15.02,0.5525,0.0163,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0121A,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기,Q23가전사용",0.5474,17.41,0.5651,0.0413,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q22취미,Q23가전사용",0.547,16.38,0.5627,0.0418,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q21글쓰기",0.5397,16.38,0.562,0.049,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q22취미",0.5356,16.38,0.565,0.0531,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q23가전사용",0.5334,16.72,0.5674,0.0554,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,ADL0121A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기,Q22취미",0.5719,15.36,0.548,0.0168,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,ADL0121A,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기,Q23가전사용",0.5406,16.72,0.564,0.0481,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,ADL0122Q,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q22취미,Q23가전사용",0.5443,17.41,0.5606,0.0445,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0114A,ADL0115A,ADL0116A,Q18,ADL0121A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기,Q22취미",0.542,16.04,0.5615,0.0468,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0114A,ADL0115A,ADL0116A,Q18,ADL0121A,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기,Q23가전사용",0.5361,16.72,0.5679,0.0527,0.5887,17.75,True
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0114A,ADL0115A,ADL0116A,Q18,ADL0122Q,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기,Q22취미,Q23가전사용",0.5384,16.38,0.5648,0.0504,0.5887,17.75,True
