penalty,n_items,items_code,items_label,mae,hi_missed_pct,kappa,mae_vs_a1,a1_mae_ref,a0_miss_pct_ref,champion
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0112A,ADL0115A,ADL0116A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q12집안일,Q15외출,Q16a쇼핑,Q23가전사용",0.5356,17.41,0.5624,0.0531,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0113A,ADL0114A,ADL0115A,ADL0116A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q13빨래,Q14가전,Q15외출,Q16a쇼핑",0.557,15.7,0.5571,0.0318,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0116B","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불",0.5701,15.7,0.5499,0.0186,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0117A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q17금전",0.5665,15.7,0.5507,0.0222,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기",0.5361,16.38,0.5642,0.0527,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q21글쓰기",0.5688,15.7,0.5479,0.02,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q22취미",0.5297,17.41,0.5647,0.059,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q23가전사용",0.5329,17.06,0.561,0.0558,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0116B","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q16b지불",0.5592,16.04,0.5599,0.0295,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0117A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q17금전",0.5633,15.7,0.556,0.0254,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기",0.5552,14.68,0.559,0.0336,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q21글쓰기",0.5574,16.04,0.555,0.0313,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q22취미",0.5361,18.09,0.5628,0.0527,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q23가전사용",0.5306,17.06,0.5667,0.0581,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0116B,ADL0117A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q16b지불,Q17금전",0.571,15.02,0.5543,0.0177,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0116B,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기",0.5384,16.38,0.5688,0.0504,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0116B,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기",0.5638,15.36,0.5574,0.025,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q16b지불,Q22취미",0.5488,17.41,0.5592,0.0399,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0116B,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q16b지불,Q23가전사용",0.5356,16.72,0.5663,0.0531,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0117A,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기",0.5615,15.02,0.5551,0.0272,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0117A,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기",0.5688,16.04,0.5499,0.02,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0117A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q17금전,Q22취미",0.5411,17.41,0.5606,0.0477,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0117A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q17금전,Q23가전사용",0.5406,17.06,0.5615,0.0481,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,Q18,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기",0.5633,15.02,0.5543,0.0254,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,Q18,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q18혼자있기,Q22취미",0.5311,15.7,0.5698,0.0576,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,Q18,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q18혼자있기,Q23가전사용",0.5288,16.04,0.5746,0.0599,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0121A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q21글쓰기,Q22취미",0.5329,17.75,0.5634,0.0558,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0121A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q21글쓰기,Q23가전사용",0.5374,17.75,0.5612,0.0513,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q22취미,Q23가전사용",0.5334,16.72,0.5641,0.0554,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0115A,ADL0116A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q15외출,Q16a쇼핑",0.5683,15.02,0.5507,0.0204,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0113A,ADL0115A,ADL0116A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q13빨래,Q15외출,Q16a쇼핑",0.5334,17.06,0.5645,0.0554,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0114A,ADL0115A,ADL0116A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q14가전,Q15외출,Q16a쇼핑",0.5715,16.04,0.5467,0.0172,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0116B","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q16b지불",0.5674,14.68,0.5548,0.0213,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0117A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q17금전",0.5465,17.41,0.56,0.0422,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q18혼자있기",0.5374,16.72,0.5652,0.0513,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q21글쓰기",0.5438,17.41,0.5577,0.0449,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q22취미",0.5379,17.41,0.5637,0.0508,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q23가전사용",0.5424,17.06,0.5644,0.0463,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0113A,ADL0115A,ADL0116A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑",0.5365,18.43,0.5626,0.0522,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0114A,ADL0115A,ADL0116A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q14가전,Q15외출,Q16a쇼핑",0.5384,19.11,0.5583,0.0504,0.5887,17.75,False
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0116B","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불",0.5751,16.72,0.5457,0.0136,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0117A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q17금전",0.5483,18.43,0.5537,0.0404,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q18혼자있기",0.5452,17.41,0.5568,0.0436,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q21글쓰기",0.5384,18.43,0.565,0.0504,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q22취미",0.5697,15.36,0.5447,0.0191,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q23가전사용",0.5411,18.09,0.5595,0.0477,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0113A,ADL0114A,ADL0115A,ADL0116A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q13빨래,Q14가전,Q15외출,Q16a쇼핑",0.5397,18.77,0.5589,0.049,0.5887,17.75,False
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,ADL0116B","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불",0.5488,18.43,0.5574,0.0399,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,ADL0117A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q17금전",0.5461,18.43,0.556,0.0427,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기",0.5456,16.72,0.5579,0.0431,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q21글쓰기",0.5433,18.43,0.5616,0.0454,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q22취미",0.5397,17.75,0.562,0.049,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q23가전사용",0.5388,17.41,0.5627,0.0499,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0114A,ADL0115A,ADL0116A,ADL0116B","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q14가전,Q15외출,Q16a쇼핑,Q16b지불",0.5701,16.04,0.5529,0.0186,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0114A,ADL0115A,ADL0116A,ADL0117A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q14가전,Q15외출,Q16a쇼핑,Q17금전",0.5679,16.38,0.5502,0.0209,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0114A,ADL0115A,ADL0116A,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기",0.5461,18.43,0.5567,0.0427,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0114A,ADL0115A,ADL0116A,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q14가전,Q15외출,Q16a쇼핑,Q21글쓰기",0.5415,18.43,0.5615,0.0472,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0114A,ADL0115A,ADL0116A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q14가전,Q15외출,Q16a쇼핑,Q22취미",0.5402,18.43,0.5598,0.0486,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0114A,ADL0115A,ADL0116A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q14가전,Q15외출,Q16a쇼핑,Q23가전사용",0.5388,18.09,0.5622,0.0499,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0115A,ADL0116A,ADL0116B,ADL0117A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q15외출,Q16a쇼핑,Q16b지불,Q17금전",0.5806,15.7,0.5432,0.0082,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0115A,ADL0116A,ADL0116B,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기",0.5497,16.72,0.5618,0.039,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0115A,ADL0116A,ADL0116B,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기",0.5538,18.43,0.5592,0.035,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q15외출,Q16a쇼핑,Q16b지불,Q22취미",0.5515,18.09,0.5574,0.0372,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0115A,ADL0116A,ADL0116B,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q15외출,Q16a쇼핑,Q16b지불,Q23가전사용",0.542,17.41,0.5644,0.0468,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0115A,ADL0116A,ADL0117A,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기",0.5429,17.06,0.5593,0.0458,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0115A,ADL0116A,ADL0117A,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기",0.5488,18.43,0.5545,0.0399,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0115A,ADL0116A,ADL0117A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q15외출,Q16a쇼핑,Q17금전,Q22취미",0.5438,18.09,0.559,0.0449,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0115A,ADL0116A,ADL0117A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q15외출,Q16a쇼핑,Q17금전,Q23가전사용",0.5429,17.41,0.5608,0.0458,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0115A,ADL0116A,Q18,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기",0.5465,16.72,0.5589,0.0422,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0115A,ADL0116A,Q18,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q15외출,Q16a쇼핑,Q18혼자있기,Q22취미",0.5429,16.38,0.5626,0.0458,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0115A,ADL0116A,Q18,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q15외출,Q16a쇼핑,Q18혼자있기,Q23가전사용",0.5343,16.72,0.5668,0.0545,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0115A,ADL0116A,ADL0121A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q15외출,Q16a쇼핑,Q21글쓰기,Q22취미",0.5411,18.77,0.5563,0.0477,0.5887,17.75,False
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0115A,ADL0116A,ADL0121A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q15외출,Q16a쇼핑,Q21글쓰기,Q23가전사용",0.5365,17.75,0.5622,0.0522,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0115A,ADL0116A,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q15외출,Q16a쇼핑,Q22취미,Q23가전사용",0.5379,17.06,0.5638,0.0508,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0111A,ADL0112A,ADL0113A,ADL0115A,ADL0116A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q11식사준비,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑",0.5293,17.06,0.5662,0.0595,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0111A,ADL0112A,ADL0114A,ADL0115A,ADL0116A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q11식사준비,Q12집안일,Q14가전,Q15외출,Q16a쇼핑",0.5697,16.04,0.5456,0.0191,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0111A,ADL0112A,ADL0115A,ADL0116A,ADL0116B","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q11식사준비,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불",0.5697,15.36,0.5528,0.0191,0.5887,17.75,True
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0111A,ADL0112A,ADL0115A,ADL0116A,ADL0117A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q11식사준비,Q12집안일,Q15외출,Q16a쇼핑,Q17금전",0.5706,15.02,0.5484,0.0182,0.5887,17.75,True
